Gene,ds_1_1,ds_1_2,ds_1_3,ds_2_1,ds_2_2,ds_2_3,ds_3_1,ds_3_2,ds_3_3,ds_4_1,ds_4_2,ds_4_3,ds_5_1,ds_5_2,ds_5_3,ds_6_1,ds_6_2,ds_6_3,ds_7_1,ds_7_2,ds_7_3,ds_8_1,ds_8_2,ds_8_3,ds_9_1,ds_9_2,ds_9_3,ds_10_1,ds_10_2,ds_10_3
Gene_00013,37.05593906970248,36.565579357710384,36.37610019619317,34.58902947965853,35.04997828693248,34.35821690215863,32.74308250632433,32.34123848954066,32.893313903363655,29.791225793583145,29.701954341971074,29.317577746369967,27.030446812247877,26.985383590488066,26.485298505883907,24.838894119680507,25.027483997939964,25.02275842975855,23.5022415212669,23.84448212295716,24.06345829565381,24.131664752809133,23.466222765687895,23.217416638379735,24.75670246478547,24.49247081406668,24.89831012418535,26.918870594501737,27.168864428826744,26.760806978820725
Gene_00014,41.71598841729645,41.92124072478033,42.48414968196746,40.40559275586953,40.86040619989437,40.94706077135722,38.0023637480592,37.875002765485696,38.77378870251992,35.31416588461862,35.78536683111951,35.03963923906656,33.05194607105279,32.242285347468275,32.45279674214498,30.753385602436193,30.17429431212755,30.32892310116925,29.300611203120784,28.851746047731258,29.141520966647317,29.031590781656032,29.49483402201426,28.62384737037084,30.089366743667025,30.317252071127733,29.986412396490945,32.31875823308636,32.04644304326816,31.798157440113314
Gene_00015,38.62930080395977,38.6300254061498,39.489445632918155,37.79853154430074,37.91224274515772,36.465804203807046,34.07577796527976,35.30133513196577,35.547560143800204,31.749119368434748,32.08228414231163,32.08724318267731,29.56129750835799,29.112325818719015,29.570857953958953,26.884863085156532,27.1176667908097,27.259115772828427,25.68436244016988,25.914691278883343,25.788912566768584,25.768712936015532,25.60656464125983,25.711906750041592,26.386853250638552,26.422364188118106,26.09714893223176,28.312899256288233,28.35548829884991,28.51199648054737
Gene_00016,26.602983248305566,26.618572829293516,26.62270898164475,24.789394332624976,24.950324526990375,24.91360821021381,22.53165353266608,22.64356353043888,22.723260731078234,19.56150514246233,19.54459100799861,19.562046026598733,16.868182315511394,17.17504365074195,17.07252249881622,15.091726015705204,14.8745436019122,14.975300056038067,13.444739353415134,13.37535882665548,13.518621995685189,13.298926039858998,13.371661352388594,13.632921503606642,14.392859755861366,14.530330088786984,14.275541795678777,16.536857839627736,16.19750118570345,16.47296570534144
Gene_00017,37.22293346818838,37.20259616366202,36.748888613718265,34.61907124309522,34.79630956815625,35.92251817499109,32.70621298083935,32.24087322328305,32.58257142300205,29.509558258772195,29.79735905741171,30.120660977985303,27.22225772778745,27.52854820488758,27.307402441789716,25.89699575909959,25.408748522089322,25.431650311620267,24.10576205653525,24.576840364701322,24.513202536650418,24.8617747644023,24.178419833493464,24.594929717103245,26.395666272198177,26.011959233076446,25.859211535205834,28.505448423348618,28.5816047493216,28.168387657944045
Gene_00018,34.68632395610873,34.78057133830231,34.38928324127576,33.008431330699594,32.672712616308495,32.768682941805736,30.76325968406559,30.706646001823266,30.472389872609735,27.492115516671078,27.56008251899526,27.286517134471087,24.97711263306042,24.928877096087955,24.974285248739218,23.186350594948415,23.172665215321963,23.52768481952893,22.094878403856036,22.121687499989324,22.27897211755931,22.380764780733383,22.13920942697725,22.15995132075854,23.40847052176861,23.12022196479736,23.102326575152706,25.55091282129891,25.29382296684158,25.380957597594712
Gene_00019,39.11315651798443,39.16682308605867,38.07510277009607,37.57287984835133,36.630546722886805,36.66427446739505,33.864533235471384,34.4506759217606,34.12452399956856,31.375028246711064,31.10844753104238,31.56415347222171,28.661182055642335,28.43354812367363,29.198127290682187,27.121930042196464,26.508382335651415,26.96335197275267,25.925778866378966,25.84706642688748,25.42352347452545,26.157998778051688,25.819307336909663,25.936181951078584,26.78600939891494,27.220399564298067,26.56265420561866,28.651372807061154,28.89460712408755,28.643942658247674
Gene_00020,39.842199369536715,40.59221235602786,40.08313433401604,38.24235229209165,37.885309254893635,38.21062511069176,36.27130201422264,35.749132476434404,36.21216579799304,32.879443917476436,33.3408873287367,33.15502453231161,30.928752590933012,30.759612680169607,30.508970355499205,28.692734020145938,28.395528968904753,28.166926426895976,27.696719403898186,27.454588169583257,27.55003709783043,27.954091049058494,28.034137762764978,27.46285080801033,27.91306362900412,29.300108560871458,28.804197911671793,30.846674713627106,30.79808932740378,31.057853946023496
Gene_00021,43.53601397772564,43.5206753295161,43.865668712394005,42.20000310052235,42.01386153282782,42.201967151204954,39.86285321867374,39.513903140945395,39.481705527353405,36.88792003102172,37.09662165473395,36.78821605645702,33.38305708922457,34.601391440212154,34.377980005460124,32.027893603670606,31.80503154041084,32.13366279784857,31.0984638465972,30.78102975954259,30.699462418363733,31.111975419976368,30.95870197334112,30.94699279169411,32.06258167029046,32.39951546184864,32.113086027257324,33.784860101876546,33.79357656632233,33.903710558414474
Gene_00022,37.614872045399366,36.55807686708832,37.71744755915462,35.03320774389098,36.106176329427655,35.58831240817096,32.76209253744986,32.631944548042306,33.09773321070329,30.182646255733065,30.261127016604238,29.968999388772833,27.432494117490013,27.39418526918457,27.510170880515254,25.26255372794666,25.08856842710945,25.806274925547807,24.317977090891144,24.28667421891041,24.271902972013155,24.769589329611804,24.393007719725787,24.40812488217781,25.456908833269967,25.516008542345553,25.68726741122151,27.886056720141596,27.515138248786755,27.546841792858803
Gene_00023,33.70505792471577,34.44247525898308,34.09486999403759,32.63506797966555,32.585594962235305,31.801953543637094,29.530911284312896,30.177119889909896,29.863899571177207,26.910689016510666,27.141344921952946,27.56517442105019,24.468569870126185,24.454429263429496,24.485478385539945,22.60682746050834,22.376344616064006,22.45648820073428,21.671200656192926,21.18737205877145,21.292958302877448,21.94839594375864,21.613086711410073,21.36392581409714,23.209106336349425,23.00442125074613,23.216879614437904,24.791488911867127,25.1495057002175,24.85940548634863
Gene_00024,40.07760787128925,39.75446924628531,40.55550253685582,39.095409198011325,38.37034320471906,38.590470803392186,35.910651824469156,35.28307115729817,36.333169502525536,33.09409999372898,33.80378859428376,32.58463167467856,30.436788631378633,30.826986563596673,30.695922601763414,28.470404159812215,28.478321927422428,28.437141633576754,27.54098617149803,27.189881314264646,27.123950412539482,27.684784458048444,27.206904524929197,27.161911858086604,28.310929839235268,28.34916254200749,28.89957969498794,30.862791042225695,30.166974373311316,30.508498356106063
Gene_00025,34.9657536641891,34.534433381726345,34.78048288738144,32.75459308360278,33.21853906705926,33.458745360245345,31.064267130065115,30.108183969384026,30.46141306275661,27.614254187261803,27.831543769244522,27.533223971654483,25.455952516232017,24.784851704938887,25.413621475087275,23.634208375525084,23.482964230018066,23.468625776871125,22.449406138153964,22.180128288380427,22.296264599043585,22.620200360311507,22.226689230829386,22.851500630189168,23.57327608037302,23.942844524966443,23.583125952584155,25.904854696766193,25.203600881089695,25.628049039713584
Gene_00026,41.32719837943067,41.35929717792813,41.6545263784399,39.165264997721984,39.5385837056035,39.65953667238184,36.86814760413835,36.77508444753688,37.36616948263077,34.285994367553954,34.55146297404867,34.95334361522451,31.33401986679423,32.570937853407436,31.96876506736577,30.788278582985896,30.065365066693367,30.23938406124652,28.565913206490478,28.867701830831866,28.38928057372771,28.870485516899485,28.67027971608191,28.695358244186508,29.601584296762574,30.00443181063508,29.59696523232727,32.388059865249,31.62346747464681,31.279192636963295
Gene_00027,41.35339141577605,41.55591130451977,41.81473899703554,40.184783954428156,40.10570719461136,40.53478557979978,37.56321236819363,37.27351435257832,37.12646419797459,34.50687595268226,34.32394075766651,34.779229520550665,31.909259960017472,31.691136396384355,32.31281492521835,30.402131665006866,29.761619441919084,29.77847833720174,28.676288051155076,28.28116317028858,28.768325078273605,28.71559101867071,28.218824033450773,28.32991241663006,28.820944508744795,29.326386605356262,28.73493022741261,30.80855860702565,31.172996925890885,31.307350473049837
Gene_00028,34.34512190025309,34.33085739489841,34.14345482909868,33.42814778235213,33.04355309566643,33.36151450997681,30.092171443374543,30.496236703509773,30.567535902054185,26.90110301034656,27.174190198851637,27.477466850105973,25.311701722485385,25.084859702841523,25.338712290550713,22.553861090221965,22.6803503239021,22.7284436076928,21.25050580303099,21.37258386389938,21.173118992380974,20.841273553009543,21.250076806940232,21.13726267073019,22.25597396088689,22.382517049159443,22.363625803462202,24.629506422248596,24.13498478166125,24.064902678539816
Gene_00029,26.544552567566075,26.504623990933332,26.893372670377843,25.406578611648907,24.887116665117606,25.56928980589026,23.073649641075065,23.057231006980025,22.589907651531504,19.94956666333372,19.934572604899888,20.559181352232173,17.62725103294283,17.804837065069844,17.570068410295043,15.526797145801584,15.471386472862363,15.146444446610822,14.583583572107292,14.288225870351857,14.45026187680331,14.163380347393014,14.299600363901526,14.018118724657835,15.286577619954171,15.714363520508632,15.198657349012802,17.159043315398986,17.295544225315506,17.32442364761438
Gene_00030,42.619045970170326,42.74749006224742,42.88577218302984,41.6542703695905,41.032430137835625,41.559047119596,39.32800509716901,37.98643513222927,38.836709744510415,35.949758490128374,35.930872087482925,36.2939982419626,33.07986298937625,32.816426257937984,33.002466603412756,30.811265131174853,31.43308887536393,31.730144459497822,29.78208570483876,29.939368015900765,30.88153534806341,30.084612105592374,30.31355535767034,30.43312646237593,30.889673271605307,31.07685134364697,31.276695772597524,33.48314502459621,33.025700734249405,33.26912295386759
Gene_00031,38.26486831350878,38.528311916467956,38.37802872264147,36.483232470625055,36.80136419088335,36.891152267692135,33.70078609068554,33.474655877553225,34.889662940272714,31.300309062906013,31.82944065332132,31.237542685943193,28.853787472813156,28.11711240483881,29.070205289806474,27.605796527335215,27.1342537667413,26.964077562921204,25.882632741206777,26.095760641595856,25.524847219607967,26.587247451620332,26.29590578304513,26.091963601829725,27.65070054627181,28.01148086312151,27.122303012279858,29.687951003438368,29.175940012243448,29.97824320846029
Gene_00032,39.81157209963336,40.22778387169435,39.719145838069004,37.80056148858737,38.19727901947291,38.408821098931305,35.78174694626114,35.45600319439435,35.93183711202195,33.34032948197775,33.188674915267754,33.380767391493805,30.086798258156016,30.29646555198345,30.248681246981675,28.323841063594852,28.475078955214183,28.188265494243723,27.097338939937394,27.54880124664274,27.245251114827617,26.885903036373694,27.028060965631344,27.09493259393145,28.41454941837014,28.07924499140174,28.14930473235183,30.180008002627485,29.718690665320498,30.49896872149376
Gene_00033,30.070243513373214,30.252027376704028,30.608122819651562,28.91890545210169,28.524174913580314,27.97813632056289,26.32233393039038,25.956016588558693,26.031887595114746,23.72098789188286,23.162963085005142,23.47498182092947,20.85439303598963,20.74648404389266,20.550931551163373,18.736661071416503,18.698097857890048,18.987498336512022,17.39138103532541,17.807342582648126,17.516316898891652,17.387877293070467,17.632879291713387,17.678389586747205,18.928931124585052,18.739966730929133,18.572316697584448,21.08532535972007,20.71623523682342,20.723844422740797
Gene_00034,28.739012119247302,29.247786258335157,29.257592344557164,27.48607549342517,27.138523648973276,27.190571131157462,25.23308929625772,24.90353800084395,24.828083904153065,22.495248810977756,22.07166246721674,22.685937551146978,19.78981689256595,19.591366785391536,19.686718086508314,17.903249442329134,17.970459174808564,17.71749699978285,16.811416927789434,16.742427844327864,17.116543917278523,17.281531864001668,16.85524271209664,16.913760290365612,18.03128893384167,18.07235231978307,18.139041174115437,19.97854816098166,19.75694627533103,19.892938455810732
Gene_00035,25.846334272624954,26.419071403390156,25.76861569394088,24.44155360080135,24.388170518540264,24.685059887680143,22.118421006363587,21.854363670868995,22.292549904291644,19.624880463349058,19.367735288292707,19.30363470256436,16.7232411531695,16.689287688454325,16.721900522704736,14.647549315424799,14.553033878617935,14.81226736686865,13.62258745024081,13.327962416902052,13.341472030738219,13.174994226082697,13.500604382990833,13.263585160748198,14.486824097890661,14.472079359839988,14.373425908019138,16.17622549464926,16.627455313523793,16.348614168064245
Gene_00036,27.6644958947221,28.164843401622203,28.47832972017334,26.236639130660016,26.45636880327969,25.831599940190305,23.589881529272937,23.862558757676688,23.696276939555336,20.96813045590388,20.984326541459094,20.793580466042044,18.403151325644398,18.50488370407704,18.422772652459216,16.26571680563848,16.263790708308917,16.311157459319485,15.294998638364325,15.54340774450663,15.366275068934671,15.507109113562628,15.205776509980351,15.30577862044351,16.574356668418528,16.398827165578307,16.06531942027301,18.35946480863999,18.60843662565854,18.776561658056043
Gene_00037,39.120654296052486,38.87136809278278,39.58373871522446,38.189308005339,37.717314084659456,37.74320873737377,35.167600011182635,35.6687612468591,35.30565945415479,32.87793981821918,32.78872608983855,33.14702642849479,30.33108655935077,29.89967555303678,29.964916116512164,27.926722290262827,28.52977028101559,28.394913094090455,27.073711750218433,27.184969452034895,26.947994301998893,26.610364394569938,27.270953853438165,26.774635747651917,27.756501909643088,28.174615218514695,28.05697318529436,30.039353482659692,30.29619667866702,30.131987136403787
Gene_00038,37.904090321459314,38.15025965402096,37.50443772004923,36.998867845927066,35.75676579088614,36.86850348830325,33.36388650222276,33.892616120094715,33.497972719594664,30.73429668447312,30.96170477453443,30.955272414377596,29.013555565853594,28.096457787438794,28.565149387251044,26.10300642619479,26.320795828682236,26.102614156019598,25.10793761302401,25.25602373432949,25.18391699648686,25.362449135717835,25.40833158410839,25.45384185330937,26.44669277202988,26.4139161895951,26.233364191403968,28.901429608764648,29.040600552214276,28.226725680566357
Gene_00039,27.549694094207478,27.393993770918943,27.55214335337255,25.647898707663376,25.91246615459917,26.045612965727727,23.01672544947767,23.317532535728528,23.235509920013726,20.45178744286691,20.528898528537205,20.61725516801922,17.997915446562455,18.2148291145014,17.99942095971605,15.511329533256621,15.83115387163133,15.786296354896313,14.437010765964349,14.17738800231555,14.311204440676699,14.068961786973476,13.890505014132097,14.097990500076536,14.635523841649213,15.05012403606362,14.694450558738854,16.64870011028984,16.84350084236392,16.49139211056608
Gene_00040,38.4310869580815,39.274031471924744,38.485954183996235,36.71307811903432,37.086367283180046,36.34939359542231,34.49314742743177,35.036238564622074,34.5454730101685,32.08558726743303,31.70552873106149,32.25580898479256,29.115031184553857,28.841278959154767,29.159244344025197,27.283952056664248,26.79526101422024,27.119149218631225,26.298458746214045,25.904104634154507,25.90743416432461,26.209662578600582,25.90912617739056,26.057127023549562,26.425845874899935,26.215881753177822,26.587644542433928,28.30312505202232,28.726388408130717,28.495387792394244
Gene_00041,44.73598481349259,43.73217972036866,44.358370970231945,41.657967744693025,42.590455263372085,42.46031064461585,40.041734402824375,39.539036291869,39.61198595434909,36.56613925848962,37.449468764939496,37.01307561648671,34.048080739925325,34.18394819807692,34.40178859290699,31.59266928556663,32.60401072877024,32.437970119174416,31.22587893132465,31.448694405933505,31.57399042262626,31.100647094998774,31.507630017398814,31.259829161015038,32.297844826557885,32.1529893781501,31.826531576727493,34.07796394221073,33.8323980048325,34.19783524576839
Gene_00042,45.383800765064684,45.367448884931036,45.98000679366118,43.73245516268435,44.495973506167154,44.18476365001414,42.32999813429967,42.42069639507306,41.57893042169263,39.30784022214531,39.06160056877905,38.74775495296949,36.26810451386961,36.453374282075885,36.39157113447302,34.20180498839073,34.10908146858377,34.67065553354297,32.44175973291699,33.05890833583644,32.62955910761871,32.86051180405969,32.332077026526974,32.913204732700066,33.067951525213964,33.83733944611424,33.60133153477065,34.70943828075005,35.39041072124738,35.41204325182734
Gene_00043,43.89285652797287,43.20278780441824,43.14541845746836,41.8982003853457,42.32711237839376,40.78785246671194,39.50990065178196,38.82001850469783,38.927177195471465,36.21919058690582,36.893099834722854,35.829691492550296,33.74748742110837,33.57381516324635,33.774258575232295,31.985885094957744,31.568521145649335,32.02718591477984,30.636597795625246,30.417235960618093,30.8423605048633,31.735707780544562,30.65057279937292,31.154575204106482,31.67086973305314,32.16568716791852,32.084223031396455,34.777328457208135,33.93534158845364,34.31266032795752
Gene_00044,34.30260471426713,34.53760459873669,34.32134318441069,32.27768619521487,32.440465647680256,32.99780947614029,30.299113430439906,30.69941012601543,29.854098180837997,27.802211530266288,27.5123267047386,27.421797007122265,24.869143033993094,25.033804471249212,24.63918964962025,22.824917478134964,22.687038734409263,22.973439988156734,21.435942384762985,21.76755564401071,21.624319792340465,21.47145402526611,21.817340814999636,21.568116783357706,23.256509344744043,22.72307142899611,22.74767004974735,24.799348648411204,24.78209469751837,24.78655147205126
Gene_00045,37.67607580939926,37.78306759875873,37.62088973546158,35.87070732287429,35.748768596545254,35.342423650147154,33.13010657108966,33.0463292746537,33.164413844818576,30.502685135917073,30.130069846816948,30.89355710824418,27.803133400959663,27.78943930386743,28.40906093667831,25.77648367413944,25.841698879784552,25.83657713525455,25.083928414011826,24.208674420087906,24.581132998752928,25.07657164885883,24.3962770392987,24.703495199536725,26.082554354888398,26.072502838629315,26.30550363988022,28.17654941868335,27.99221053458211,28.027840810272856
Gene_00046,41.48700047636188,41.973105920169466,42.08256316083408,40.255157854648964,40.2801900614867,41.693093651613644,38.10805864052289,37.86144250646566,38.681092537685856,35.4598087068613,35.592557521483855,35.38021774436479,32.95279119506763,32.88579594846141,32.75516340994176,30.366803768951645,30.35540684301108,30.732348522874663,29.486328892639868,29.52210081676222,28.77257515404014,29.346221391958455,29.19746280555823,28.72818833893722,30.41540745620341,30.1061115768953,30.23211784702668,31.69744665608032,30.861816680434526,31.95647895573442
Gene_00047,39.66555929882872,40.62260144756804,40.07163636486035,38.83345943975538,38.59849235157279,38.869596215597895,35.86551684446805,36.407435962562936,36.71443370736544,33.35505067651748,33.50369170215006,33.28022622951546,30.9709158916044,30.641919428093146,31.10222751632114,29.065788113182293,29.036181296296654,28.965722713806347,27.490445250823857,27.79783759409962,27.4857701196645,27.49451947832215,27.556813980435543,27.4233905258499,27.96621927110734,27.8929556168534,28.605749130177504,30.36148491593743,30.118591406100677,29.682066588053313
Gene_00048,38.88383148850459,38.355088624525905,39.17419324328483,37.004720190787715,36.76002547927692,37.07824402905811,34.507739377476256,35.136157808935415,34.377993032271725,32.359705076412254,32.11947806615943,32.31937295693433,29.036557086602684,29.16826444987918,28.95968570317443,27.124041081589084,27.24242129648786,27.62704668066327,26.019071229819332,26.42206469777302,26.207479781829,25.799375360093716,26.091623328642218,26.02979297328424,26.759643680739128,26.68570411001486,27.503511072975005,29.556196766335855,28.70439649743702,28.698498353130574
Gene_00049,31.652127400147727,31.259864719656903,31.28920652028669,29.296148291212205,29.704785120236775,30.027120072030684,27.366678155980416,27.679724254903302,27.69515223737524,24.595858957276867,24.829611928102683,24.409511233904965,21.60975884081566,22.033852054424354,21.852419469597987,20.304251593695575,20.136187357166822,19.557179437163335,19.097469291524774,18.89902422400586,18.9200645061888,18.6853462089104,18.794880237118388,18.75299719937963,19.97002339589048,19.872560611527295,19.717058921182524,22.255755853703103,22.330611227100942,21.79820607214868
Gene_00050,37.32517021714687,38.25939488594285,37.01164882838138,35.91665336810064,35.51710213813524,36.03561236868308,33.42942137313034,33.99825205893212,34.01001514833564,31.77991509869736,31.292052965589047,31.053699189951683,28.177085524568067,28.453284844797547,28.52394294042594,26.217984108529233,26.55273294651366,26.20936761225894,25.102856807527697,25.165909343670126,25.109149523062086,25.20788971579164,25.168335282360964,25.11409471062468,26.32177283274077,26.291982935924707,25.73902432913384,28.26527539691809,28.11325816633593,27.486510206637092
Gene_00051,31.614797083117374,31.188073335129822,31.127604741244216,29.59265840714348,29.912883492779642,29.884942732105472,26.84649387233275,27.499541937371628,27.14634085073647,24.332257442670766,24.455416907401833,24.781174146739897,21.893904266070038,21.903555084159937,21.927665243356348,20.26091953681759,19.90509088812318,19.813385924988907,18.980857087596807,18.841465723190314,18.866820099801828,18.946491357577795,18.89340417208118,18.775447262535135,20.0446847146028,20.005076805271223,19.985521822215183,21.660703642010265,21.61361074161454,22.189715167497358
Gene_00052,30.563444542743678,31.129966479044047,30.853675367586607,29.5308151693491,29.628268676055136,29.370296813960234,27.071822895029694,26.365442249163962,26.724738866490114,23.987955046484142,24.4089672559815,24.326168366910856,21.396229707103714,21.717499625806482,21.646182437678046,19.570530618292874,19.65141591148159,19.58342998759018,18.409380951578118,18.569889164475324,18.136625242424326,18.332351644111853,18.30986456902644,18.42268704721377,19.270617800260467,19.158521656470093,19.003241984631828,21.099356736787772,21.512228825990167,21.159484078089132
Gene_00053,34.661885961732935,34.3915024443175,34.327580715507445,33.1627252881866,32.42726464509036,32.86880005182884,30.431671994516606,30.05947818094044,30.233133339502302,27.83452523455083,27.500155786606552,27.578781136333244,24.395098680626525,24.770525518924433,25.271730132671173,23.052416040571476,23.07901812601998,22.767865984024205,21.60513753889738,21.675354759589602,21.772079283629218,21.516729307522308,21.481309648610058,21.55266257624581,22.472954701697983,22.288672693792478,22.33666711258146,24.560210884028063,24.523644979684793,24.173585977979613
