Gene,ds_1_1,ds_1_2,ds_1_3,ds_2_1,ds_2_2,ds_2_3,ds_3_1,ds_3_2,ds_3_3,ds_4_1,ds_4_2,ds_4_3,ds_5_1,ds_5_2,ds_5_3,ds_6_1,ds_6_2,ds_6_3,ds_7_1,ds_7_2,ds_7_3,ds_8_1,ds_8_2,ds_8_3,ds_9_1,ds_9_2,ds_9_3,ds_10_1,ds_10_2,ds_10_3,ds_11_1,ds_11_2,ds_11_3,ds_12_1,ds_12_2,ds_12_3
Gene_00010,24.726391753115838,24.874599182139832,24.69072636664509,25.543985081318674,25.33809811981637,25.388202056365422,22.658542784156236,22.50771421729639,22.876086430616777,18.810683903916242,18.93165895908483,18.945557993814873,18.050716154726,17.845438927390326,17.94050182187819,20.61941593251754,20.553397560904678,20.578257359242535,24.30003325399869,24.025077743884395,23.972589755759085,25.52888951823119,25.49186276991343,25.67866916568742,23.742307835308093,23.433732286206244,23.92524488160212,19.839851602180048,19.697578982703224,19.621366795146518,18.05199056345367,17.83917255553094,18.15776517402681,19.497755028455998,19.88607245251979,19.395174937616943
Gene_00011,30.761231281556995,30.87286756568164,30.764263155171268,30.764920265659487,31.80925769328801,31.364027293742748,31.17380008695132,31.110031235887046,30.92796589203865,29.35513594686501,28.952319488954934,28.936890158934776,26.64435967366478,25.79018494058312,26.930737684144074,24.393556057263673,23.800271984573524,24.330941050788443,23.0457755245675,22.700368029300233,23.49322708930455,23.8294963652182,23.82411067586577,24.0448860361384,26.210738696683592,25.774458489575423,26.196781843220904,28.382186389841007,28.81655463921675,28.79236023518277,31.019521359929747,31.085554082486365,31.068167475839047,31.53455591602061,31.618208795337527,31.79445204201582
Gene_00012,27.064970136090878,27.271009453900522,27.538734574959328,31.164799234682974,31.314935815597895,31.581786438685263,36.66876761143094,36.88294020621242,36.991752213034225,37.439291839044024,37.459841199122316,36.71047748280948,31.195320083216497,32.02330403147123,31.279024933928756,27.600906496871644,27.524028114125773,27.560303520721536,30.623169982078075,29.77005673244932,29.482066546971875,35.971249567188174,35.49997013642353,35.79156014253594,37.73891945535461,37.48776204817441,37.51687070753192,32.88230249397467,33.35290714786774,33.235966507042036,27.536822033381682,28.3446624570065,28.20815412507663,29.12123432844966,28.670598935950345,28.771938106993876
Gene_00013,32.33438742301258,32.8389634589601,32.365965682295865,29.56507468806737,29.844803335181542,30.130975325432633,26.709597663229026,26.972607402857893,26.340508083579316,25.91122439633707,25.787469266620356,25.55486096822795,27.951966422337943,27.855930117293173,27.735388372206465,31.53605570386032,31.45701568034944,31.3776068234997,32.57389224172753,32.45098872315706,32.82799812749082,29.85234487564923,29.67946745242924,30.287461134483255,26.11208913797948,26.568235940730986,26.608973093955907,25.852760903829118,25.38675819968746,25.967865348910987,27.052200995385896,27.244534024841027,27.494117519343273,31.694701111348866,31.038689932625523,31.028816370120317
Gene_00014,31.435507067292555,31.09772913802841,31.310682978450327,27.931623991318624,27.489637774912865,27.381427952941845,35.612845163699866,35.576274753473335,35.58395589039013,42.06455158632364,42.36330590340046,42.244082172234585,36.17388796381195,35.561329897881606,36.19785836457154,26.8984864039695,27.67927927359888,26.855271425581616,30.60805403628463,31.24156529571065,30.9396551057328,40.59314109611094,40.952985623298574,41.121920568147814,39.773031783827626,39.879482070629535,39.59247700838447,30.142178772268107,29.80147208392872,29.62746727548578,27.887574821565185,27.950945895768605,27.97507860138231,36.93924486628487,36.84359960874198,37.410986424973004
Gene_00015,35.45251099845376,35.275787175748995,35.852593566624144,30.28826930445661,30.516457313902343,30.52351290904664,25.22304865477748,25.172299444499007,25.275927313988294,26.06181585980917,26.134795774005827,25.73433336460396,32.22453418140369,32.41342127099433,32.59082117831271,36.140454630412336,36.17632507658827,35.71719286147461,32.58391018156987,33.15959764239965,32.30258987002608,26.652519216227013,26.87731527037609,26.66025354338983,25.307281340580104,24.755894720028778,24.73736891299342,29.651487538441405,29.034467485279567,29.704106937588143,34.93177120558116,34.82045333912111,35.107882730616275,34.624633209972004,34.30945456689557,34.354853375312445
Gene_00016,24.026532505322795,24.05322256807223,24.50237227671114,23.071778082055953,23.220842420119,22.671243065904278,21.82309998517135,22.169109253174394,22.150454131199865,20.682992871412285,20.744522649870724,20.599936544522105,19.11607098174369,19.10038621724991,19.18390075756657,17.576116816839182,17.864256621982793,17.733792640431997,16.60117206567587,16.46906081184021,16.5316680034128,16.000737763017447,15.92428261406858,15.441689101947212,15.266241753973404,14.970300758465942,15.209449110309432,15.272153229560283,15.287179658884789,15.247280999199086,16.07380687548971,15.784180722762702,15.875262476332368,16.68531336682304,16.61439900154385,17.064425435787296
Gene_00017,24.30476568228607,24.5192943313008,24.347366256120896,22.216838145217665,22.44285504409512,22.478645532045633,23.221696796863654,23.14606896139604,23.36497691740619,25.844435377485805,25.811345152130258,26.059447204992537,28.15388731134072,27.702633254727584,27.574379827704483,26.16771777469308,26.50698428035396,26.367043163393376,23.432932796280937,23.539221124226746,23.919001675028536,22.484152494788308,22.15829063981927,22.24682252989588,23.13014471526528,23.650614484598467,23.906105014085828,26.71094828265127,26.44865902973276,26.107310353658065,27.736230701837368,27.626341496780505,27.637675715431318,25.71703114767427,26.173266700487194,25.742222661836603
Gene_00018,38.16583663246012,38.30134791309326,38.914460175818085,33.13253374537934,33.16149827249336,33.01893428261319,36.08330514603273,35.47870539140944,35.977122558576156,41.1542947823006,42.2204455431799,41.16717428760429,38.71744924782148,37.375515608287756,38.82230176579069,33.21751181209623,33.19593055085506,33.541645630017484,36.72854196673657,36.0543370217028,35.99435765019047,41.06247965961631,41.44602118788056,42.20511004624104,38.4880070864206,38.743758024410894,38.30176054976656,33.411592314645425,33.992652783519375,32.60262333756536,36.80626337342581,36.17062332450347,35.78832753283341,41.296196436118855,40.70888165293496,40.81268785969538
Gene_00019,25.59413819431619,25.713017741010532,25.832635830426806,21.67993280845353,22.00163874763088,21.739772110498674,24.947536089446658,25.197347455909046,25.104392758890803,33.704288187750784,33.205610836837984,33.566017528659856,39.504281127717874,39.54625673966653,40.119267833939126,38.63658781610033,39.1204557077484,38.770655949336586,31.39667509594678,31.866716903757784,31.14916397225838,23.725195207177826,23.823078763356733,23.9934030564433,22.25702095887304,22.06087876880748,21.92302810462823,27.255873852318327,27.620838975566684,27.09123656302637,35.248017075909736,35.128976974795656,35.52627884371856,39.99095056238536,40.22911672041931,39.86787092917827
Gene_00020,20.34622046459555,20.515405037562324,20.575239370879853,19.051594111887905,19.271512391745866,18.577529703516383,19.777962988579006,19.76561091643564,20.00029743740645,22.82297134474441,22.87287989878929,23.004447077037216,27.038652535282733,26.93391618147969,27.38660762003006,32.005564648633914,32.71573264926651,32.36185720555127,35.876311918219294,35.514269517100836,35.84190583959122,37.67318389449246,37.92292965162038,37.840405338823295,37.25368778379613,37.41934614904054,37.12462247819747,33.97141425896301,33.778272926423014,34.773678265249664,29.556878892986106,30.267871917542085,29.909628875509185,24.930253131080413,25.28068966600984,25.95758556401719
Gene_00021,32.1751133253859,32.494669292465055,32.03980422277595,34.9905546972256,35.67178428006591,35.45001786003761,38.5980176964466,38.61526564178892,38.57769163513865,38.975045209802396,37.80233605832867,37.72738557378347,33.99834427323632,34.14346423074728,34.061750454115995,32.31457183833995,32.36395114232168,32.39393838523058,34.720832096475874,34.104544500621195,34.69629222808313,38.5537188655782,38.242411811784116,37.43220171780246,38.744368547014716,37.842310572824324,38.02582643467709,35.042443039923846,34.730442297480494,34.27244232828828,32.690343054291674,32.10460271869239,32.773566006774345,34.33559136846934,34.012696600393426,34.17944924898668
Gene_00022,33.79188116054393,33.74034477751045,33.76211219600665,27.49625327763171,27.451217757329207,27.59919657280793,28.565082450610117,28.28608443834843,28.81253520721417,35.8948958171021,36.05398429657196,36.473301209250764,43.78407467076985,44.28973268435553,44.42571957807315,44.58793190193094,45.68451135681791,45.16237508023004,39.56022077155801,38.917528555121436,38.98111462450345,30.243189600090098,30.450691166351,30.30030845673709,26.824081681757868,27.311596072179373,26.594348621666153,31.20133274347781,31.776537455643002,31.219041508758824,40.13113622347178,39.94697161776732,40.30270301861617,45.215985494734795,45.453758501991864,44.90291139533357
Gene_00023,38.762662421457556,39.62854800918864,39.71035845401431,35.00859635999709,35.18030572395521,35.4735542716021,32.08144880588637,32.846473618802484,32.44143632531783,30.320679231648715,30.00913061562843,30.041984839235464,28.59514000297128,28.99617905769912,28.28656484886304,28.938610332546162,29.542900815107963,29.3902328429017,31.910807656055873,31.873904336102004,32.124154194755135,34.77204109762532,34.92504564423745,34.869402990230355,38.36289268840122,37.903043881379304,38.50053133830172,41.64810251656364,41.391985878096385,41.25467585393198,43.322823701342834,43.25146202587707,43.16580200394464,44.01267960426409,43.58143867120077,44.03474841644582
Gene_00024,16.719026823509985,16.68501901704443,16.519013006487942,15.806893003184323,15.326725203344115,15.203076397568625,16.106950474568855,16.133651497363715,15.84821212413066,17.524702128940383,17.886991891767025,17.53342469862416,20.90374692245519,21.030552440476637,20.755734403985524,23.63997082713794,23.930844167041933,23.536173405302403,26.119019967925492,26.423235922348443,26.492005995230297,27.56005130541592,27.728040656144078,27.72606262890039,27.734497841915267,27.616550790666036,27.382886240187947,25.660405771233133,25.579215110708517,25.382941882104248,22.55206169918674,23.23440619865402,22.448783505894973,19.74691945142913,19.585320244097364,19.699985737697737
Gene_00025,26.604503104160248,26.512689783635654,26.960118629861586,21.38540555475885,21.280721302409656,21.734013301752203,20.371373571952255,20.502899563021362,20.128331652965908,23.736823720409596,23.767703552560523,23.937925956558527,29.035179378557366,28.880851069776284,28.842083158901254,30.442973657149988,30.804296714113146,31.040264152231693,27.360866305749624,27.498605013828183,27.426771955786997,21.710371741343117,22.028224813238662,22.04596570701504,19.801798601997373,20.014030248487956,19.8673475650026,23.115802701209542,23.06593548131292,23.04602127919465,28.489162251524466,28.325547033166576,28.96261531216708,30.870680544960983,30.956162429924778,30.562705759492932
Gene_00026,33.40219653789747,32.56317792838565,32.719851510032306,32.87371212460843,33.12870180876372,33.299439769983216,35.64377497930496,35.701837163735654,35.110577400522104,39.76942868319055,39.34290623324501,38.933046647066845,41.74628819036627,42.27632959049592,41.34864303990434,41.106362879619354,41.364061050097845,41.1821611683523,36.53702111871679,38.420087737903735,38.943364944908225,34.16893303057084,34.60349490787495,34.576950247091226,32.42484676726171,32.45668717584127,32.339858752536436,33.14813542003728,33.41882841270393,33.87885287400121,37.049366368727995,37.252757953559204,36.113858842515036,40.73962806901722,40.20751671631483,40.31402906224286
Gene_00027,18.963658612181966,18.32687287996584,18.528901157073737,20.3042071736061,20.110439032013737,20.297388876004096,26.675764854854652,26.187601185332507,26.628673927548135,28.688160428891194,28.157666948435665,27.698915274314327,22.630243747817925,23.10852247608961,23.186684736092438,18.39552709996902,18.67088380424967,18.210258319501694,21.241946609214086,20.962570230505616,20.80393595416575,26.992870755137186,26.87393221883148,27.186313042145876,27.78934544042445,27.948387493854426,28.32359432307608,21.981858945428453,22.512371983050983,21.901317975583797,18.185944390738737,18.35454782503371,18.325862750310186,21.370280991521714,21.71955476652728,21.985158486047354
Gene_00028,30.239092966923,30.39753463150544,30.133019804819035,28.93172662409271,27.890100020484866,28.877327259849523,26.930215598850932,26.568195952760473,26.675471359517008,25.2233014435379,25.282172722708538,25.02882712790181,23.81116252437324,23.704178576324228,23.817720725092617,22.982558119628283,22.67902174119668,22.874758261310046,22.224621174199083,21.988210395036525,21.924454810273094,21.80524086689921,21.768488102293468,21.98851266757424,22.008446393000114,22.4801924979552,22.415369644211893,23.358145407243786,23.36405980790399,23.40363360062898,24.645358103798912,24.703077746438584,24.757960443211285,25.44264840254396,25.946097497515574,26.126153778597455
Gene_00029,35.12978419576001,35.43548476552905,35.64308468721032,36.8914039702788,36.33494708702803,36.35852541689533,36.61848446541721,36.735049042467125,36.75398007827289,34.61804160233028,34.8658462690282,35.08887457544397,31.877627254670188,31.577516533162424,32.009519452136814,27.343648441338168,27.963182141802804,27.37665693478902,23.78478884068677,23.816329026720286,23.923121859964493,20.85565650415889,20.7571457867524,20.613281432339736,19.099068866315367,19.266092362563057,19.27400702249928,18.824091898723797,19.07475769639536,18.75976034229279,20.526239460177226,20.342036561681123,20.19880850383629,23.033213226993826,23.46799334528142,23.372841828284287
Gene_00030,30.188670080918282,30.152874200506716,30.31054982366251,36.86675530435631,36.59819449769592,36.38661374622909,44.36473507360068,43.77894034288269,43.32556863332622,38.54132878744143,38.4030895682813,37.915819562117534,30.521593338468467,30.635799610928768,30.43869887616535,35.38959826254677,36.80688675459831,35.42459428063105,44.01487141906799,43.83744017130669,43.27078448313734,39.13285693316596,39.74454084913301,39.44765315432292,31.433840904976428,31.432039958313677,31.25695068826621,34.75753149309808,34.683665741765246,34.71577877774041,43.53759538461979,43.753388261030835,43.29838193274971,41.16110633847274,40.56211121722014,40.817601068112616
Gene_00031,31.884051471738616,31.769709920011973,31.36957871347185,31.28049486503106,31.396377606250784,31.15587968322262,34.68633419067789,34.056582892556925,34.447479410223345,33.95423871578094,34.61474758706667,33.82268588133132,30.658457798866,31.500487829624078,31.075766697716507,31.543547809629388,31.76023258280152,32.094994166240596,34.61033992839789,35.008312825458034,34.654177801220904,33.35554713756663,33.85428790847924,33.388233404758,30.68281143029331,30.775023270978533,30.572736070030803,31.949074940930693,32.55879268512251,32.29561083201363,34.03980075873727,35.196681193127255,34.74134900705379,33.41458623252874,32.450022733621594,33.365608936544405
Gene_00032,28.62094789202821,28.810585154883245,28.7666314394911,30.123108103597996,30.389001219937455,30.385499724522916,34.560377902844344,35.3704306838254,34.283341283642486,38.267872037944684,38.30845556822225,37.481881128285046,37.61366108610281,37.68453315381593,37.70279896142239,33.765470434965,33.99043846128831,33.49794563037261,29.767790439838947,29.662270283803252,29.417225800719248,30.06570850245034,29.681331873690873,29.51376293735366,32.52650396834372,32.79087092482451,33.13569042560731,37.773512046156235,38.22541572084082,38.2225793670663,38.87765685548589,39.22173846141308,38.61042444117711,35.44845706499629,35.481894150938274,35.570221570081536
Gene_00033,21.83416011022986,22.397159983201153,21.919269104713262,18.98159790745829,18.91246277456132,18.9680749869428,19.062423380836943,19.260955860257283,19.094457757813643,22.52951586482819,22.764274506466904,22.566835728728158,26.970801058237463,27.141525818877675,26.861550013167395,29.445595054911127,29.8465755759992,29.34489190361846,29.068988442097528,28.780706573309242,29.073991696573295,25.556592891280726,25.308069934558585,25.6580490204774,20.86242412013532,20.835491728495462,21.181234598197786,18.719806457207564,18.817101717085112,18.934887922368702,19.466771755311996,19.54543412469749,19.35760080062682,23.235737217016734,23.45390880570604,23.488921022210196
Gene_00034,43.897737210348176,43.97584016246976,43.68154178320633,45.199070692636084,44.369425861856655,44.425903499142485,41.12790034216389,41.936663908883204,41.53960703476487,36.8411943887911,36.52132698606531,37.10350036371933,32.511205834648194,32.62458164374844,32.53298269698832,30.908128167834473,31.211606261205134,30.22393074460495,33.51062327721903,32.84960254971199,33.64356062126683,37.68005198859248,37.7993916007979,38.28072286314083,42.82101931773367,42.28824955206718,42.9875516533613,45.14983427189891,45.349197190929395,44.5718811275908,44.02714608390819,43.218886790941106,43.73539820621429,38.686276817681296,38.79203070501039,38.326883672218386
Gene_00035,30.88138786638261,32.13273970299973,31.796020997077314,27.088486880809096,27.500944084266127,27.751142975745353,20.93936825013284,21.095246230445838,20.90405259523589,19.109750182499287,18.900098919486197,19.407850994112675,24.18765297217211,24.61040513334593,24.004061991713083,30.432538722409557,30.553623572829185,30.64177678149868,30.65502785000133,30.542765284792758,31.2272687112623,24.500837792600635,24.454308173680275,24.97768065905585,19.013664339370024,19.30023677906824,19.085580692341402,20.878833212249575,20.843448719053416,20.763202745818468,27.748718619302895,27.993434759100822,27.452212229089984,31.64485834855709,31.192091761641468,31.563567002718248
Gene_00036,37.44798152740049,37.78632693151754,37.306382893441295,40.14314962928369,39.725795233152084,40.14232665397007,36.80339394741238,37.72862402024158,37.26799713798441,29.12391415707491,28.677454844195942,29.27027708320094,22.361936151814778,22.73104285654593,22.372108875260967,20.646471523231334,21.034590970612207,20.778454818932367,25.776142377722504,26.035074133256057,25.715157858840577,33.65331180175306,34.27108898425641,34.05287183596949,39.44474802462268,39.67432081470645,39.02701786896572,39.31211276483149,39.32515167852922,38.71420858853721,32.75393090395409,33.23735028999265,33.29577409332732,25.774272727083524,25.521794858238916,25.45115230290128
Gene_00037,40.099115309637554,41.20888168704251,40.410378143239846,39.53003494207618,39.91247598600384,40.27882963657754,36.12445791331376,36.14540707816042,36.777567787441676,34.78375777155535,34.84596208793343,34.2993621984916,35.75842038657173,35.616009266802344,35.887653994488275,38.780531889612796,38.40039254304141,38.62428074973625,40.63076856386753,40.40164131287745,40.74427089357715,39.38923329075072,39.130296051137144,39.21880704323374,36.0261781421794,35.723345822410806,35.09697935318932,34.356186610056795,34.364693085110744,34.86523427254983,36.7968990585845,36.77171301633737,36.38840734210569,39.37345704570761,39.535486452545534,40.423796322287046
Gene_00038,32.84490220057382,32.900268296346766,32.76936220433214,33.351298934464886,32.64490596918251,32.932244159331205,43.169224897758376,43.24627187404226,43.5068372983448,44.631462382139894,44.46110174373312,45.94615140992668,34.8191798924655,35.594112358565596,34.57536501449988,31.787238799113123,30.93007251043486,31.20131512903494,41.681771069127386,41.00668563767762,41.096088874522536,44.927122501290306,45.99727617127113,46.384613314392595,37.19975712428716,37.30231237300588,36.58736167442983,31.035520781622118,31.44425983024136,31.08363111474874,39.15785203832419,38.56090184152112,39.52062338666242,46.31996826073385,46.03911465175572,46.52365353368608
Gene_00039,23.20186088287576,23.29442567977706,22.924758575534913,21.227872051404912,21.693147072016743,21.243298372990395,23.944212816100933,24.09684836738245,24.03468322634315,27.5413137736569,27.49278966990693,27.286529021032038,26.786190132500188,26.743848858031637,26.51233787843592,23.228501483556215,23.324336722843015,23.675646188726265,20.944211502511877,21.013944893905467,21.149954224284972,24.258119856713314,23.480589473325654,23.742966453495313,27.371103388641068,27.007529761880875,27.411815511988973,26.886844871814485,27.101415253316585,26.832933386664976,23.354122513263842,22.994368710881346,23.12346423129471,21.460186121129603,21.420606159605544,21.125290123018225
Gene_00040,25.486076250479517,25.440458619548263,25.41650504156575,26.665640396651817,25.90944857714314,26.103518599269947,25.58717833709165,25.532751138589436,25.656745148193178,22.859077195085202,22.577353156431172,22.704262096001145,19.760149665675335,19.37918212805084,19.77541352683527,17.191990310021694,17.048750168637284,17.012392609531243,15.464219932387595,15.718907893345104,15.569222055257077,16.330255933447834,15.977995681609762,16.060496883051805,18.40346107702182,18.66101707747381,18.225248571673962,21.676241508535487,21.522053572156835,21.01003222227405,24.68470338577563,24.731724447584554,24.563330386282754,25.879840330967554,25.988875385393744,26.027066376461487
Gene_00041,23.174520747171158,22.60500454351836,23.048602617486303,21.112397091323853,21.20182090820697,21.33205560367641,27.76403354809153,27.803082101675088,28.1921840881,29.204631465123803,29.14206151802623,29.18706983372758,22.773411729608913,22.882113117787267,22.57593864283474,21.577724770288825,21.32797931806925,21.296700156247947,28.033061602508855,28.13240294219769,28.014802255811688,28.505596672831462,29.01746773440964,29.49629636740617,22.500496211288652,22.741023172956183,22.03962427403214,21.85069395608915,21.716406757389226,22.025035125087996,28.521203021547635,28.352810489728896,28.55808081707525,29.383389691700707,29.148969505342716,28.632089843808387
Gene_00042,12.150521369644956,12.066135475971844,12.110132807943842,22.77748026513544,22.344585889192416,22.62314958192027,31.42192570371636,31.563088767510376,31.735914390948885,25.656075246946568,25.198675312916386,25.32859374424835,13.554027841031521,13.635699636806683,13.470114006126567,14.505774207750491,14.415308177768694,14.230265059946165,26.597477141165324,25.99929583545066,27.025543391892928,31.5857816411287,31.54156386111032,31.504584064881964,21.322113937249238,21.431407182911585,21.254823671059043,11.679225352177317,11.951236211276251,11.869743335444118,17.427124701568108,17.242317773870077,17.70147793978236,29.495322530756535,29.5176397778613,29.777700842683103
Gene_00043,30.281340029943813,30.613157491155953,30.73055189965175,36.50292613481728,35.61841843532128,35.658958870905344,41.3547631883639,41.49728266501741,41.24343508993669,42.36589262767853,42.631521086013244,42.3527736745105,38.410845599762034,38.00008289404507,38.95921596370508,32.74888165287671,33.34907527788982,32.48214628096063,28.851842958618928,30.04416376072746,29.057311195247202,31.541716776192875,31.408926118599776,31.00007690602984,36.306904711559795,37.78777153828584,37.023087407601516,43.268929707623975,42.23808163683424,41.512136184348044,41.68290005173666,41.930510464121845,41.65878780104634,37.57551183935569,37.44313383281665,36.80292016562055
Gene_00044,15.931541125826698,15.632716986449294,15.590707852227878,20.158003926266588,20.16158911008436,20.439691395929703,28.011357445406155,27.62354709259855,28.484494699933283,33.42593924981025,35.110103307014526,34.400771537290396,34.01264138169978,34.462046183522624,34.47117486271404,28.365452772783552,29.18214650776696,28.52121051338184,20.56001621702196,20.915482937983228,21.147635836152663,15.92720184322743,16.12671310598785,16.00159511328929,17.551276091692305,17.426186635426458,17.350301557710484,23.744268637967217,24.29746149700851,23.874289260119454,30.862686602244185,31.83399043125189,31.992347486450846,35.21593987488122,35.16470143880158,35.03541870437602
